# Time(s) Real Imag
4.3067220052e-04 -9.1752632096e-03 9.0599170328e-03
4.3068033854e-04 5.1674211562e-03 -1.8422083969e-03
4.3068847656e-04 -8.5905497892e-03 2.8444466326e-03
4.3069661458e-04 -2.3908755360e-02 -1.1623090620e-03
4.3070475260e-04 -3.3256391052e-03 -2.7018339293e-03
4.3071289062e-04 1.3177105031e-02 6.9329007606e-03
4.3072102865e-04 -2.9033191570e-03 -8.7458159752e-04
4.3072916667e-04 -1.4613349625e-02 -8.2102120286e-03
4.3073730469e-04 -9.5839261842e-03 -8.7432534204e-03
4.3074544271e-04 -1.2722856073e-02 -1.6625084977e-02
4.3075358073e-04 -1.7745130748e-02 -7.2833482323e-03
4.3076171875e-04 -2.0520806878e-03 1.6124973042e-02
4.3076985677e-04 -3.6900340392e-03 1.8826931464e-02
4.3077799479e-04 -8.1556716108e-03 6.5639437353e-03
4.3078613281e-04 1.7277409871e-02 -5.0050921495e-03
4.3079427083e-04 7.7917688629e-03 -6.0393719925e-03
4.3080240885e-04 -7.0850922124e-03 1.3829950784e-04
4.3081054688e-04 1.2917632245e-02 -1.5456439613e-02
4.3081868490e-04 6.2559065445e-03 -1.6936709686e-02
4.3082682292e-04 -3.1177174811e-03 1.7316350335e-02
4.3083496094e-04 9.7804808567e-03 1.7694900593e-02
4.3084309896e-04 1.2242645540e-02 -1.6853288276e-04
4.3085123698e-04 8.1510579424e-03 1.3190929449e-03
4.3085937500e-04 4.0749797891e-03 -7.2681035514e-03
4.3086751302e-04 2.0599959827e-04 -4.4779902318e-04
4.3087565104e-04 9.6482549073e-04 1.6255984601e-02
4.3088378906e-04 1.0003740736e-02 4.7611303488e-03
4.3089192708e-04 1.1955979806e-02 -4.9571180738e-03
4.3090006510e-04 -8.6162847762e-04 -5.9863150978e-03
4.3090820313e-04 -1.3956567629e-02 -8.8655325903e-03
4.3091634115e-04 -1.2717776693e-02 -6.5516940164e-03
4.3092447917e-04 2.0478479637e-02 -1.4228884887e-03
4.3093261719e-04 2.8217625943e-02 -1.0565533818e-03
4.3094075521e-04 -3.8853854847e-03 -1.4163505269e-02
4.3094889323e-04 1.7378941341e-03 -1.2774171902e-02
4.3095703125e-04 4.6713083551e-03 -1.8447516115e-03
4.3096516927e-04 -5.5714568250e-03 -6.6932431564e-03
4.3097330729e-04 4.9739728607e-03 1.1933277752e-02
4.3098144531e-04 -1.3309107563e-02 1.4419692770e-02
4.3098958333e-04 -1.4904198178e-02 -2.4711762740e-02
4.3099772135e-04 1.3254425756e-02 -1.7914498369e-02
4.3100585938e-04 8.2775096467e-03 7.7329151490e-03
4.3101399740e-04 -1.6353567171e-03 1.0304847804e-02
4.3102213542e-04 -7.9168886214e-03 1.7954420223e-02
4.3103027344e-04 -7.4189702250e-03 2.2776192325e-03
4.3103841146e-04 8.3350581378e-03 -1.7753646211e-02
4.3104654948e-04 1.8605952660e-02 -1.3902378866e-02
4.3105468750e-04 1.7665391900e-02 -1.0690865649e-02
4.3106282552e-04 -9.2754536800e-03 -1.8640057940e-03
4.3107096354e-04 -1.6476198062e-02 7.5370677903e-03
4.3107910156e-04 2.9791271593e-03 1.2327527675e-02
4.3108723958e-04 -8.0389537948e-03 9.5100303204e-03
4.3109537760e-04 -3.5251606475e-03 -6.8048982106e-04
4.3110351563e-04 7.8008450004e-03 7.3189840993e-03
4.3111165365e-04 -1.0778224743e-02 7.0122398647e-03
4.3111979167e-04 -1.3604709435e-02 -8.3225383617e-03
4.3112792969e-04 -9.1996452944e-03 -3.4957098367e-03
4.3113606771e-04 5.2398645867e-03 7.1518450273e-03
4.3114420573e-04 1.6759711287e-02 1.1189484640e-02
4.3115234375e-04 -1.0918318478e-03 6.2291833430e-03
4.3116048177e-04 4.1970415724e-03 4.6344424938e-03
4.3116861979e-04 9.3993376306e-03 1.1199425476e-02
4.3117675781e-04 3.0011592484e-03 -2.6088341136e-03
4.3118489583e-04 1.9494848399e-02 -9.7896954072e-03
4.3119303385e-04 7.2354103982e-03 -3.8451198053e-03
4.3120117187e-04 -1.0946971345e-02 -1.0843330689e-02
4.3120930990e-04 -1.1606867059e-03 -2.4386353828e-03
4.3121744792e-04 2.1165911011e-03 2.9305794273e-03
4.3122558594e-04 8.8312069870e-03 -1.0421300579e-02
4.3123372396e-04 -1.7909671877e-03 -5.3804147028e-03
4.3124186198e-04 -1.4036927209e-02 1.7744038519e-03
4.3125000000e-04 7.4265445166e-03 -2.2671767753e-03
4.3125813802e-04 1.4220042706e-02 -7.5749797223e-03
4.3126627604e-04 1.3782879769e-02 -1.7272319799e-02
4.3127441406e-04 7.3970679554e-03 -1.4562987845e-02
4.3128255208e-04 -1.3470877016e-02 -5.9823545298e-03
4.3129069010e-04 -3.4334260987e-03 -1.1461574546e-02
4.3129882813e-04 -7.4489499884e-03 -1.2487324734e-02
4.3130696615e-04 -2.2497994729e-02 -4.0892986550e-03
4.3131510417e-04 8.3850386998e-03 1.9597744174e-03
4.3132324219e-04 1.8074428382e-02 1.3997810485e-02
4.3133138021e-04 -1.4250994010e-03 1.9962328605e-02
4.3133951823e-04 -5.7450369908e-03 3.6299984478e-03
4.3134765625e-04 -6.7109735406e-03 -2.7019797860e-03
4.3135579427e-04 8.9047984727e-03 9.6827594077e-03
4.3136393229e-04 9.6678082551e-03 7.3547940599e-03
4.3137207031e-04 -2.1004139628e-02 -1.4786751610e-03
4.3138020833e-04 -2.1160391179e-02 -8.6266251739e-03
4.3138834635e-04 -5.0846342694e-03 -1.7679853777e-02
4.3139648438e-04 -1.5208803911e-03 4.8299133889e-03
4.3140462240e-04 4.3892532616e-03 2.5717854942e-02
4.3141276042e-04 -4.0801551993e-03 -1.1914654624e-03
4.3142089844e-04 -6.0545651090e-03 -1.1038713156e-02
4.3142903646e-04 1.1410337762e-02 1.4162656065e-04
4.3143717448e-04 6.3779201276e-03 -6.8693293939e-03
4.3144531250e-04 -1.5420905914e-03 4.6048288145e-03
4.3145345052e-04 2.6565430471e-03 5.1210880223e-03
4.3146158854e-04 1.8149945128e-04 -1.7558678346e-02
4.3146972656e-04 7.6436071734e-03 -1.0820716220e-02
4.3147786458e-04 6.8998600549e-03 -7.6039357331e-03
4.3148600260e-04 -1.2981082512e-03 -4.6795464916e-03
4.3149414063e-04 5.2315116019e-03 1.4383588594e-02
4.3150227865e-04 -5.5478647545e-03 -8.9272186143e-04
4.3151041667e-04 -8.2452787450e-03 -9.1042229594e-03
4.3151855469e-04 8.9366918537e-03 1.3293061024e-02
4.3152669271e-04 -2.8033049074e-03 1.3379101563e-02
4.3153483073e-04 -1.1042615886e-02 9.1321251025e-03
4.3154296875e-04 4.5865636074e-04 1.4206655933e-03
4.3155110677e-04 2.5236975308e-03 -9.8675968103e-03
4.3155924479e-04 4.4335575288e-03 1.6438401686e-02
4.3156738281e-04 7.7390148019e-04 2.2468579561e-02
4.3157552083e-04 -7.4770660916e-03 -8.0359929940e-03
4.3158365885e-04 -8.5507090656e-03 -5.3380247795e-04
4.3159179688e-04 -4.5297624834e-03 4.9703984774e-03
4.3159993490e-04 6.6670373888e-03 -4.2286296495e-03
4.3160807292e-04 4.2774877748e-03 1.5150064029e-02
4.3161621094e-04 -1.0784862290e-02 1.5971076267e-02
4.3162434896e-04 -3.7888065965e-03 1.3591153029e-02
4.3163248698e-04 1.0612828002e-02 1.9126386036e-02
4.3164062500e-04 4.4802404225e-03 -8.2308024606e-03
4.3164876302e-04 -6.9406864315e-04 -9.3020337665e-03
4.3165690104e-04 4.3000758082e-03 1.2083099057e-02
4.3166503906e-04 -2.4022492195e-03 5.9963159857e-03
4.3167317708e-04 -4.7315837178e-03 6.2386196442e-04
4.3168131510e-04 4.2001339248e-03 2.8808564661e-03
4.3168945312e-04 -9.3709793500e-03 4.0054414919e-03
4.3169759115e-04 -1.5544049529e-02 -6.7492137316e-03
4.3170572917e-04 8.8850245960e-03 4.2547357364e-03
4.3171386719e-04 5.1117508290e-03 2.8344926013e-02
4.3172200521e-04 -1.2052861100e-02 -2.8972709948e-03
4.3173014323e-04 4.0474236370e-04 -8.0934292470e-03
4.3173828125e-04 2.0422133810e-03 1.5943291239e-02
4.3174641927e-04 -3.0437239560e-03 -3.2212236677e-04
4.3175455729e-04 1.5234238729e-03 1.0138412629e-02
4.3176269531e-04 -6.5285594608e-04 4.2309254871e-03
4.3177083333e-04 1.0006389316e-02 -1.8570948544e-02
4.3177897135e-04 6.4224020927e-03 1.4364394692e-02
4.3178710938e-04 -7.8269686628e-03 1.6786935276e-02
4.3179524740e-04 8.8600431765e-03 -1.1014382765e-02
4.3180338542e-04 6.6303077528e-03 -1.6945061488e-02
4.3181152344e-04 -3.3080198764e-03 -1.0239225137e-02
4.3181966146e-04 -5.4653668418e-03 4.6755863044e-03
4.3182779948e-04 -2.9911062534e-02 1.3815827320e-03
4.3183593750e-04 -2.3452884884e-02 1.0892400859e-02
4.3184407552e-04 -5.6200772307e-03 7.2301061386e-03
4.3185221354e-04 -6.8982892649e-04 -2.2925520189e-02
4.3186035156e-04 1.2474987171e-02 7.8415991147e-03
4.3186848958e-04 4.4181142922e-05 1.9425713278e-02
4.3187662760e-04 3.6911394239e-03 -1.9862191263e-02
4.3188476563e-04 1.5348613962e-02 3.9228052417e-04
4.3189290365e-04 3.9945664910e-03 2.8583567320e-02
4.3190104167e-04 1.6886880118e-02 8.9876965572e-03
4.3190917969e-04 8.8600188099e-03 -4.6851372058e-03
4.3191731771e-04 -4.0238906898e-03 9.3066822899e-04
4.3192545573e-04 1.0338823735e-02 -2.5901739334e-03
4.3193359375e-04 1.0928817960e-03 -9.3430302539e-03
4.3194173177e-04 -2.0254927935e-03 2.4456624034e-03
4.3194986979e-04 9.6038462764e-05 9.9878601585e-03
4.3195800781e-04 8.8640100739e-03 6.4548545907e-03
4.3196614583e-04 1.8829839198e-02 2.3535212545e-03
4.3197428385e-04 -1.2771756475e-02 7.2090935819e-04
4.3198242188e-04 -1.2453997160e-02 1.0236015170e-02
4.3199055990e-04 8.5116409152e-03 7.2991535910e-03
4.3199869792e-04 -5.4933399899e-04 4.5160249740e-03
4.3200683594e-04 4.8263897578e-03 2.0661615783e-02
4.3201497396e-04 -7.6956020375e-04 1.6355484882e-02
4.3202311198e-04 -1.3467335964e-02 -2.8588985431e-03
4.3203125000e-04 -8.3453871276e-03 -6.2109294129e-03
4.3203938802e-04 3.6395025044e-03 5.8951278764e-04
4.3204752604e-04 1.5268699323e-02 9.6518082498e-04
4.3205566406e-04 -2.9005035176e-03 5.0645599622e-03
4.3206380208e-04 -1.0875097721e-02 1.4844202529e-02
4.3207194010e-04 6.6932800300e-03 9.4582054981e-04
4.3208007813e-04 7.1179601576e-03 -3.8014154299e-03
4.3208821615e-04 -3.7461310836e-03 2.5975968665e-03
4.3209635417e-04 -1.4343940573e-02 -1.7956508564e-02
4.3210449219e-04 1.6566830897e-03 -1.3326974328e-02
4.3211263021e-04 1.0296646241e-02 5.9363692539e-03
4.3212076823e-04 -1.4502420903e-02 9.0986778403e-04
4.3212890625e-04 -8.8660811789e-03 2.1145581403e-03
4.3213704427e-04 4.9778585707e-03 3.5812499320e-03
4.3214518229e-04 4.8550446503e-03 1.5064114223e-02
4.3215332031e-04 1.5937309298e-02 1.2147116061e-02
4.3216145833e-04 9.9377956247e-03 -2.1948456534e-02
4.3216959635e-04 -4.0519611524e-03 -4.8910325197e-03
4.3217773437e-04 9.7605063722e-03 1.7738245376e-02
4.3218587240e-04 1.5712628523e-02 -4.3422152243e-03
4.3219401042e-04 -2.1070122694e-02 5.0588385004e-03
4.3220214844e-04 -3.2215284222e-02 9.6387878552e-03
4.3221028646e-04 -1.2527800520e-02 -5.8860964335e-03
4.3221842448e-04 -1.8745817430e-02 1.1841384058e-02
4.3222656250e-04 -4.6539989980e-03 7.9579481767e-03
4.3223470052e-04 -5.3554818489e-04 -1.1702342545e-02
4.3224283854e-04 -1.7776925328e-02 -2.1666227683e-04
4.3225097656e-04 3.8085552283e-03 3.4796554415e-03
4.3225911458e-04 -1.9432865674e-03 6.4578180644e-03
4.3226725260e-04 -1.5974129346e-02 1.5291795301e-02
4.3227539063e-04 -7.9727798997e-03 3.5214952536e-03
4.3228352865e-04 -1.5658840191e-02 -5.5619453509e-03
4.3229166667e-04 4.1033803380e-03 -3.6465696005e-03
4.3229980469e-04 5.4476528192e-03 1.5532077597e-03
4.3230794271e-04 -1.5890207282e-02 4.9469881885e-03
4.3231608073e-04 -3.3221329555e-03 -1.6900713995e-03
4.3232421875e-04 -9.6333113744e-04 -2.6251801372e-03
4.3233235677e-04 4.6369655484e-04 -2.1436976678e-03
4.3234049479e-04 -1.4197898829e-03 -3.2751249476e-03
4.3234863281e-04 -8.7688839134e-03 5.2496293635e-03
4.3235677083e-04 1.9702082228e-03 6.2263109110e-03
4.3236490885e-04 -2.7226876246e-03 -4.0440882677e-03
4.3237304688e-04 -4.2273698546e-03 -5.6976515133e-03
4.3238118490e-04 -5.8179965937e-03 1.3358439502e-02
4.3238932292e-04 -1.1515658548e-02 2.7764249005e-02
4.3239746094e-04 6.8363097057e-03 1.2659609261e-02
4.3240559896e-04 1.3044701308e-02 -6.0465251225e-04
4.3241373698e-04 8.0223101724e-03 1.8264395950e-03
4.3242187500e-04 -4.0913733856e-03 7.6087278481e-03
4.3243001302e-04 -4.9507073692e-03 8.7422963897e-03
4.3243815104e-04 1.7293731317e-02 6.9491304474e-05
4.3244628906e-04 1.2763338016e-03 1.9712586447e-03
4.3245442708e-04 -6.3672206730e-03 6.0228578640e-03
4.3246256510e-04 8.9025558007e-03 4.7061364122e-03
4.3247070313e-04 -4.9584497451e-03 1.2775160357e-02
4.3247884115e-04 2.9241685824e-03 6.1002071650e-03
4.3248697917e-04 5.4800366580e-03 -7.2467387708e-03
4.3249511719e-04 -1.9616998346e-02 -2.7732238305e-03
4.3250325521e-04 -1.1785727403e-02 4.9932391686e-03
4.3251139323e-04 6.3123741672e-03 5.0959779342e-03
4.3251953125e-04 1.0539007619e-02 -5.2946875804e-03
4.3252766927e-04 6.0843911371e-03 -5.4970531687e-03
4.3253580729e-04 -2.6981602573e-03 1.2602392226e-03
4.3254394531e-04 -5.6049752560e-03 -9.8332971166e-03
4.3255208333e-04 -8.3417494947e-03 -1.4467321902e-02
4.3256022135e-04 -2.1855903949e-04 -9.7980788745e-03
4.3256835938e-04 5.6589604473e-03 -6.8452494100e-03
4.3257649740e-04 -1.2842146637e-03 7.9778891245e-03
4.3258463542e-04 1.5783587152e-02 1.1979622520e-02
4.3259277344e-04 3.0908468806e-02 -1.3517523137e-03
4.3260091146e-04 1.0270983987e-02 1.2104077408e-03
4.3260904948e-04 -8.4270168375e-04 6.6229930414e-03
4.3261718750e-04 -3.3115871032e-03 -6.5430905596e-03
4.3262532552e-04 -7.9203163134e-03 -9.2901148377e-03
4.3263346354e-04 8.3974093003e-03 1.5733383575e-03
4.3264160156e-04 -1.4446783832e-03 2.0571827626e-03
4.3264973958e-04 -1.5985324470e-02 2.6626608084e-03
4.3265787760e-04 1.3536892277e-02 6.6428454726e-03
4.3266601562e-04 7.3491187891e-03 4.7122692653e-03
4.3267415365e-04 -1.8859818604e-02 2.0362466340e-03
4.3268229167e-04 -7.8090779043e-03 -4.5950239869e-04
4.3269042969e-04 -2.4383177451e-04 -1.1099105074e-02
4.3269856771e-04 -1.6743114387e-03 -2.0640669876e-02
4.3270670573e-04 -1.0548906878e-02 -4.5658539586e-03
4.3271484375e-04 -8.0034078030e-03 7.0751765482e-03
4.3272298177e-04 2.1535473579e-03 -2.6046851600e-03
4.3273111979e-04 -1.0025579037e-02 4.2436957081e-03
4.3273925781e-04 -5.1429764259e-03 3.5013613627e-03
4.3274739583e-04 -5.7320468461e-03 -6.7033897683e-03
4.3275553385e-04 -1.4487451530e-02 5.1908321958e-03
4.3276367188e-04 2.4859210968e-03 5.2893525910e-03
4.3277180990e-04 -5.2259165448e-04 -4.9030196058e-03
4.3277994792e-04 -3.0405854810e-03 -6.9825825991e-03
4.3278808594e-04 3.8554431467e-04 -8.5887907880e-03
4.3279622396e-04 3.0916878726e-04 -3.4493494898e-03
4.3280436198e-04 1.2449836027e-02 -2.5263578641e-04
4.3281250000e-04 -1.0166426340e-02 -4.1099754513e-03
4.3282063802e-04 -7.8992714381e-03 -1.1375520332e-02
4.3282877604e-04 2.4925305313e-02 -7.0029864178e-03
4.3283691406e-04 2.9846289103e-03 1.5870812642e-04
4.3284505208e-04 -5.4163738452e-03 -1.6352194963e-02
4.3285319010e-04 3.6254131160e-03 -1.1757967234e-02
4.3286132813e-04 -4.0122463953e-03 1.1935392604e-02
4.3286946615e-04 8.2500233882e-03 3.9870875111e-03
4.3287760417e-04 1.6503096658e-02 -4.8054497181e-03
4.3288574219e-04 9.9388766761e-03 4.3414604966e-04
4.3289388021e-04 -7.9813520608e-03 -3.4748819093e-03
4.3290201823e-04 -6.9321308102e-03 -9.8712172184e-03
4.3291015625e-04 1.4227990433e-02 -8.9498613246e-04
4.3291829427e-04 1.4645270456e-03 7.0393274346e-03
4.3292643229e-04 6.1528546715e-04 -5.2648823956e-03
4.3293457031e-04 8.3054727256e-03 -8.3525268050e-03
4.3294270833e-04 2.7068097599e-03 -3.6031865741e-03
4.3295084635e-04 2.3998161788e-02 4.8298436215e-04
4.3295898438e-04 1.1536999789e-02 5.7879393026e-03
4.3296712240e-04 -1.3616148156e-02 -8.9869160331e-03
4.3297526042e-04 -2.3803626727e-04 -3.6708709518e-03
4.3298339844e-04 -1.2475124720e-03 1.9158731614e-02
4.3299153646e-04 8.6662354385e-03 9.7831172197e-03
4.3299967448e-04 1.5496353349e-02 -3.4642413904e-03
4.3300781250e-04 3.9732192079e-03 -3.7345969260e-03
4.3301595052e-04 2.2234479018e-02 1.2167527380e-02
4.3302408854e-04 5.2341833130e-03 1.9481579732e-02
4.3303222656e-04 -2.4876240680e-02 -3.8455267957e-03
4.3304036458e-04 9.5967162149e-03 -6.6772808787e-03
4.3304850260e-04 2.0906853234e-02 2.4883879130e-04
4.3305664063e-04 -6.9695130963e-03 -2.7358235777e-04
4.3306477865e-04 -8.3631553634e-03 9.2542029518e-03
4.3307291667e-04 -3.4542638136e-03 6.2150945615e-03
4.3308105469e-04 5.3635794739e-03 4.0606811113e-03
4.3308919271e-04 2.4851261282e-02 2.2326270462e-03
4.3309733073e-04 1.6155268051e-02 -8.9671405048e-03
4.3310546875e-04 -7.8917140829e-03 -4.9639425008e-03
4.3311360677e-04 -4.9036786915e-03 2.0834898866e-03
4.3312174479e-04 6.0906675319e-04 7.5944051979e-03
4.3312988281e-04 -5.5486119048e-03 3.1629493361e-03
4.3313802083e-04 8.0005887778e-04 -1.3782141629e-02
4.3314615885e-04 3.2432615392e-03 -5.2381292390e-03
4.3315429687e-04 3.4007614110e-03 3.5211526320e-03
4.3316243490e-04 8.5203423947e-03 -7.1492384003e-03
4.3317057292e-04 -4.9809870162e-03 6.3585965763e-03
4.3317871094e-04 -6.0622926306e-03 1.2181399672e-02
4.3318684896e-04 1.0865533611e-02 -1.7577820720e-02
4.3319498698e-04 6.6002394665e-03 -2.1402186662e-02
4.3320312500e-04 -3.6814516304e-03 -1.0639312418e-02
4.3321126302e-04 -7.8230039784e-03 -1.0495380860e-02
4.3321940104e-04 -8.7652074444e-03 1.3009133901e-02
4.3322753906e-04 -9.1885069184e-03 1.6248415173e-02
4.3323567708e-04 -7.1836770676e-03 -2.1968375036e-04
4.3324381510e-04 2.1193477726e-03 1.0332593014e-02
4.3325195313e-04 -7.1201466588e-03 8.7198554271e-03
4.3326009115e-04 -1.1968662537e-02 8.9806865300e-03
4.3326822917e-04 2.9345511365e-03 1.3923701849e-02
4.3327636719e-04 5.7400209745e-03 -5.1081732493e-03
4.3328450521e-04 1.3934726243e-02 -5.5520589656e-03
4.3329264323e-04 5.5476568534e-03 8.7030966308e-04
4.3330078125e-04 -1.5356551621e-02 1.6437379256e-03
4.3330891927e-04 -4.2298482384e-03 5.7227496393e-03
4.3331705729e-04 -6.6925462170e-03 -8.6461370260e-03
4.3332519531e-04 -8.9762950131e-03 -8.9675427575e-03
4.3333333333e-04 6.0984641419e-03 7.5190734620e-03
4.3334147135e-04 2.2939550525e-04 8.8861834257e-03
4.3334960938e-04 3.4057741065e-03 5.5729041029e-03
4.3335774740e-04 6.0742100154e-03 4.1836970992e-03
4.3336588542e-04 6.5287324673e-04 -9.2059086754e-04
4.3337402344e-04 2.1950494099e-03 -3.8640418423e-03
4.3338216146e-04 -8.7835196774e-03 1.4083659505e-02
4.3339029948e-04 -5.0726100803e-04 2.0290776922e-02
4.3339843750e-04 1.0027656761e-02 -7.2831130536e-03
4.3340657552e-04 -1.5388359127e-03 -2.4086186009e-02
4.3341471354e-04 1.9426853963e-03 -2.0535968508e-02
4.3342285156e-04 -3.7745127743e-04 1.9180300169e-04
4.3343098958e-04 -3.4623093402e-03 1.4264347541e-02
4.3343912760e-04 7.0883056842e-03 4.2667432866e-03
4.3344726563e-04 6.6164853647e-04 -5.8010021806e-03
4.3345540365e-04 -6.2441374975e-03 -1.7071031024e-02
4.3346354167e-04 -3.5636504415e-03 -2.7452578123e-03
4.3347167969e-04 -9.3191120310e-03 9.3180181681e-03
4.3347981771e-04 -1.4248067983e-02 -9.4698661403e-03
4.3348795573e-04 -1.8234016161e-03 5.1335521549e-04
4.3349609375e-04 1.0316265583e-02 6.0978419273e-03
4.3350423177e-04 1.1376069728e-02 5.1588730408e-03
4.3351236979e-04 1.8872833764e-02 6.1799560701e-03
4.3352050781e-04 8.7527563462e-03 -2.1253032487e-02
4.3352864583e-04 -1.3243067255e-02 -2.5402787076e-03
4.3353678385e-04 -1.2559123509e-02 1.4444107459e-02
4.3354492188e-04 -1.1894345205e-02 -5.3997951940e-03
4.3355305990e-04 -5.3751826617e-03 5.8023679308e-03
4.3356119792e-04 1.2193825914e-02 -3.9660398066e-03
4.3356933594e-04 9.8595857150e-03 -2.1419025716e-04
4.3357747396e-04 -1.1278668134e-02 1.8477673961e-02
4.3358561198e-04 -2.3087121225e-02 -1.2031074137e-02
4.3359375000e-04 -4.9683955431e-03 -1.6078348125e-02
4.3360188802e-04 5.7244453551e-03 -7.8516545393e-03
4.3361002604e-04 -1.4059912957e-03 -6.6717840391e-03
4.3361816406e-04 2.4657639204e-03 1.3504295563e-02
4.3362630208e-04 -2.7926397644e-03 9.9293081436e-03
4.3363444010e-04 -4.3037233872e-03 8.1357983266e-03
4.3364257813e-04 -2.3509402285e-04 1.2931536910e-02
4.3365071615e-04 -4.1580926013e-03 6.7284912909e-03
4.3365885417e-04 6.7086226959e-03 5.2305148033e-03
4.3366699219e-04 3.6655745608e-04 -9.1726109800e-04
4.3367513021e-04 -9.0906138323e-03 -3.9442546647e-03
4.3368326823e-04 6.6753902147e-03 -9.4118137981e-03
4.3369140625e-04 4.6302937041e-03 8.9765435291e-04
4.3369954427e-04 3.4348338192e-03 2.1454918767e-02
4.3370768229e-04 -2.4915685693e-04 1.2885580192e-03
4.3371582031e-04 -1.6391570851e-02 -1.9139620471e-02
4.3372395833e-04 -7.0935389721e-04 -1.6265231233e-02
