# Time(s) Real Imag
2.6755371094e-04 -1.1236056348e-03 -8.1844362694e-04
2.6756184896e-04 8.0672649435e-03 2.1394660579e-03
2.6756998698e-04 1.0431748331e-03 -2.2110500308e-03
2.6757812500e-04 -1.8505317111e-03 1.0250075911e-03
2.6758626302e-04 1.0650936255e-02 5.4006541381e-03
2.6759440104e-04 1.1104747905e-02 1.2031913352e-03
2.6760253906e-04 2.0556175365e-02 1.7112754081e-03
2.6761067708e-04 6.1720969214e-03 -7.6859298005e-03
2.6761881510e-04 -9.8050432036e-03 -7.1167430365e-03
2.6762695313e-04 7.8679947986e-03 4.5433935663e-03
2.6763509115e-04 3.5826276016e-03 -4.8951429948e-03
2.6764322917e-04 6.7441637184e-03 -2.3817057095e-03
2.6765136719e-04 2.4001500749e-05 1.1502725478e-02
2.6765950521e-04 -3.1384759757e-02 5.1923925345e-03
2.6766764323e-04 -1.8166837219e-02 -2.5279587263e-03
2.6767578125e-04 -4.5372395763e-03 1.8001266824e-03
2.6768391927e-04 -3.2666950770e-03 8.5358191366e-04
2.6769205729e-04 3.7208036658e-03 -8.1595956644e-03
2.6770019531e-04 -9.9589547758e-04 4.4374072830e-03
2.6770833333e-04 9.3692691061e-03 1.5827791163e-02
2.6771647135e-04 1.2406504240e-02 1.7617712555e-03
2.6772460938e-04 2.5092290903e-03 3.7292846118e-03
2.6773274740e-04 -1.6567455364e-03 2.2630113569e-03
2.6774088542e-04 -1.0916255788e-03 -1.4032935045e-02
2.6774902344e-04 7.4841251636e-03 -3.8134697315e-05
2.6775716146e-04 -6.6423078530e-03 1.7092690640e-02
2.6776529948e-04 -1.1635765411e-02 1.1804843673e-02
2.6777343750e-04 5.7271795180e-03 6.3374209018e-03
2.6778157552e-04 1.5294928889e-03 2.9135770730e-04
2.6778971354e-04 -7.4480388533e-03 -5.8392392319e-03
2.6779785156e-04 -1.4113632723e-02 1.5796408472e-03
2.6780598958e-04 -6.6362653440e-04 7.7723122637e-03
2.6781412760e-04 1.1224456054e-02 -7.0523287562e-03
2.6782226562e-04 -4.1680767417e-03 -1.0826291321e-02
2.6783040365e-04 7.6809422438e-03 6.5867579200e-03
2.6783854167e-04 6.9085649592e-03 8.0790927855e-03
2.6784667969e-04 -8.8078905830e-03 1.2485370120e-03
2.6785481771e-04 8.7205395926e-03 1.0912315875e-03
2.6786295573e-04 9.1465774528e-03 2.5649832325e-03
2.6787109375e-04 7.9691237571e-03 9.3097766582e-03
2.6787923177e-04 5.4273039645e-03 1.2232038220e-02
2.6788736979e-04 -1.5604495855e-02 1.1002278704e-02
2.6789550781e-04 -5.2584875024e-03 1.4849776374e-02
2.6790364583e-04 2.7334336479e-03 1.4635943106e-02
2.6791178385e-04 -4.7124521175e-03 1.3216286310e-03
2.6791992188e-04 8.8633640598e-03 -8.4911517470e-03
2.6792805990e-04 1.7544780378e-02 -1.3206245743e-03
2.6793619792e-04 1.0088952873e-02 9.6706266019e-04
2.6794433594e-04 4.8594800583e-03 -3.7522595620e-03
2.6795247396e-04 -1.5768268212e-03 8.3127928480e-04
2.6796061198e-04 -1.7320007199e-02 7.6887665824e-03
2.6796875000e-04 -1.3937947590e-02 1.1103443942e-02
2.6797688802e-04 4.7163451806e-03 7.2861365467e-03
2.6798502604e-04 7.6530974020e-03 5.4967750683e-03
2.6799316406e-04 7.3459644438e-03 3.4521898901e-03
2.6800130208e-04 -3.6007161914e-03 -1.1996790836e-02
2.6800944010e-04 -3.9846658367e-03 -1.1217988001e-02
2.6801757813e-04 1.0720455021e-02 -3.2677070348e-03
2.6802571615e-04 -7.0655275020e-03 -7.2395302788e-03
2.6803385417e-04 -1.2486621659e-02 9.0894017385e-03
2.6804199219e-04 5.9654833358e-03 1.8800721974e-02
2.6805013021e-04 7.2411172910e-03 2.8286883282e-04
2.6805826823e-04 1.1676283827e-03 -1.2635209682e-02
2.6806640625e-04 -6.4199129451e-03 -1.1547678369e-02
2.6807454427e-04 -9.1745302353e-04 3.2994684361e-03
2.6808268229e-04 -7.8330466886e-03 4.7899555797e-03
2.6809082031e-04 -1.9068560964e-02 -1.0186018711e-02
2.6809895833e-04 -1.3434053093e-03 -5.2381817770e-03
2.6810709635e-04 -6.7864291695e-03 -3.8662220447e-03
2.6811523438e-04 -3.6519924766e-03 -7.9199456321e-03
2.6812337240e-04 1.4318132927e-02 5.8847621592e-04
2.6813151042e-04 -3.5754823183e-03 -6.2332155666e-03
2.6813964844e-04 1.9802755389e-03 -1.2922389094e-02
2.6814778646e-04 8.3869516153e-03 8.5055966168e-04
2.6815592448e-04 -1.1996247473e-02 1.4572407776e-02
2.6816406250e-04 -5.8221982263e-03 1.1521375637e-02
2.6817220052e-04 3.4397582611e-03 -6.6860196951e-03
2.6818033854e-04 1.1025320724e-03 -1.4252241616e-02
2.6818847656e-04 -1.0923820362e-03 -1.4970017420e-02
2.6819661458e-04 2.2319944821e-03 -1.7282283256e-02
2.6820475260e-04 -5.4544954581e-04 -1.1389463050e-02
2.6821289063e-04 -1.6969195417e-02 -1.2754427344e-02
2.6822102865e-04 -6.0831101799e-03 -8.2020183547e-03
2.6822916667e-04 6.0093585365e-03 2.3077678031e-03
2.6823730469e-04 7.1932892795e-05 8.1580790289e-04
2.6824544271e-04 6.9218365027e-03 1.0557836226e-02
2.6825358073e-04 1.1103450750e-02 1.3930050446e-02
2.6826171875e-04 1.4196904728e-02 8.7470602099e-03
2.6826985677e-04 4.3700313128e-03 1.0161119490e-02
2.6827799479e-04 -6.4041206852e-03 -6.9710889843e-03
2.6828613281e-04 1.1062059469e-02 -2.6298887486e-03
2.6829427083e-04 7.9128169795e-03 1.5815705315e-02
2.6830240885e-04 -3.2351974729e-03 -3.7670818185e-03
2.6831054687e-04 9.5479542387e-03 -2.2065320395e-03
2.6831868490e-04 5.6916820561e-03 1.6734372608e-02
2.6832682292e-04 -1.1165105085e-02 -1.0777734382e-03
2.6833496094e-04 1.6953095131e-03 -1.1608287635e-02
2.6834309896e-04 1.6043280611e-02 -8.7100608384e-04
2.6835123698e-04 -1.9027998622e-02 -1.0669209102e-03
2.6835937500e-04 -2.5156376804e-02 -1.6729053587e-03
2.6836751302e-04 7.1194382169e-03 6.7818750331e-03
2.6837565104e-04 -9.5980010048e-03 5.0524598023e-03
2.6838378906e-04 -3.6790515395e-03 3.6916984960e-04
2.6839192708e-04 1.8531824591e-02 1.4984196230e-03
2.6840006510e-04 4.9106953598e-03 -5.3378822710e-03
2.6840820313e-04 1.1461262826e-02 2.7717071237e-03
2.6841634115e-04 -8.1267551786e-03 7.8147730663e-03
2.6842447917e-04 -1.7769770265e-02 -1.7732978390e-02
2.6843261719e-04 1.7073966935e-02 -1.4782200716e-02
2.6844075521e-04 -3.3045772494e-04 2.2962148453e-03
2.6844889323e-04 -6.9172059054e-03 -8.7033651375e-03
2.6845703125e-04 5.7587141647e-03 -1.1086176404e-02
2.6846516927e-04 -1.9382909927e-02 -4.2869049825e-03
2.6847330729e-04 -6.6265557947e-03 5.2860101696e-03
2.6848144531e-04 1.6547885312e-02 1.1135891535e-02
2.6848958333e-04 8.1170189327e-03 -6.2356958114e-04
2.6849772135e-04 1.0374211672e-02 -8.1248429744e-03
2.6850585938e-04 9.5598057574e-03 -1.7930487275e-02
2.6851399740e-04 -2.0936138553e-03 -2.0503783492e-02
2.6852213542e-04 -4.4035442639e-03 3.5158120031e-03
2.6853027344e-04 3.8456073108e-03 1.6170900048e-02
2.6853841146e-04 5.7694625175e-03 8.0370423300e-03
2.6854654948e-04 -5.8595880613e-04 -2.8434275181e-03
2.6855468750e-04 4.9618709539e-04 -1.0315688865e-02
2.6856282552e-04 3.4205197581e-03 -3.5663428237e-03
2.6857096354e-04 -6.0490778277e-03 1.3573023589e-02
2.6857910156e-04 -2.3791025665e-02 1.0980394999e-02
2.6858723958e-04 -9.8812732784e-03 -1.7707607490e-02
2.6859537760e-04 1.9319315217e-02 -1.6142801719e-02
2.6860351563e-04 6.9072314567e-04 1.0172745074e-02
2.6861165365e-04 -1.7992155412e-02 3.9904944616e-03
2.6861979167e-04 -4.1789233820e-03 -1.6824343657e-03
2.6862792969e-04 -5.4131795284e-03 8.0124122717e-03
2.6863606771e-04 1.3732934772e-04 7.0010126020e-03
2.6864420573e-04 2.2259309296e-02 1.7282878317e-03
2.6865234375e-04 1.6029420186e-02 -7.8524992262e-03
2.6866048177e-04 3.7993714091e-03 4.1895651101e-04
2.6866861979e-04 5.4885253943e-03 1.0228022989e-02
2.6867675781e-04 -1.3646865736e-02 -7.5513721515e-03
2.6868489583e-04 -1.3445857155e-02 2.9404090212e-03
2.6869303385e-04 1.2895287657e-02 2.0017757653e-02
2.6870117188e-04 -6.4799136639e-03 -1.9707737242e-03
2.6870930990e-04 -1.4074383310e-02 -5.3375491690e-03
2.6871744792e-04 5.0947640939e-03 -1.7163980555e-03
2.6872558594e-04 -7.9462531891e-03 -1.0268501723e-02
2.6873372396e-04 1.6895100230e-04 6.5338844303e-03
2.6874186198e-04 5.5021662248e-03 2.9534159641e-03
2.6875000000e-04 -6.9108450058e-03 -1.2945192945e-02
2.6875813802e-04 6.7280857336e-03 8.2502411459e-03
2.6876627604e-04 -1.1339532496e-02 3.8181706691e-03
2.6877441406e-04 -2.1881347996e-02 -9.8453526540e-03
2.6878255208e-04 4.2506469964e-03 9.5200448733e-03
2.6879069010e-04 -6.0099374189e-05 5.3938858508e-03
2.6879882812e-04 3.4047742916e-04 1.1632666309e-03
2.6880696615e-04 8.0374653544e-03 1.3880984747e-03
2.6881510417e-04 2.3708319695e-03 -1.6821509388e-02
2.6882324219e-04 3.0864958499e-03 -3.0110682827e-04
2.6883138021e-04 2.6145096525e-03 5.5168353550e-03
2.6883951823e-04 1.0620794347e-02 -1.2144367788e-02
2.6884765625e-04 1.0061580158e-02 2.3236697988e-03
2.6885579427e-04 9.7902361479e-04 -3.3030465090e-03
2.6886393229e-04 -1.8077892320e-03 -8.9653770607e-03
2.6887207031e-04 -8.6582816463e-03 6.0612690686e-03
2.6888020833e-04 1.0928279624e-02 -1.0495265111e-02
2.6888834635e-04 2.1056576961e-02 -7.9980508281e-03
2.6889648438e-04 2.3893296338e-03 4.7272167525e-03
2.6890462240e-04 9.6042693254e-03 -1.2315007744e-02
2.6891276042e-04 8.1166384669e-03 -2.6441202341e-03
2.6892089844e-04 -1.6249342383e-03 1.7852923816e-02
2.6892903646e-04 5.4156123782e-03 1.7990774288e-02
2.6893717448e-04 -1.9646286656e-03 1.6200731323e-02
2.6894531250e-04 -1.2482103276e-03 1.2953760070e-02
2.6895345052e-04 3.7559470088e-03 2.0947367953e-02
2.6896158854e-04 2.0532513336e-03 2.7451687437e-02
2.6896972656e-04 1.3523000726e-02 9.6019611035e-03
2.6897786458e-04 1.0874263060e-02 -3.6084494306e-03
2.6898600260e-04 5.5703758449e-03 3.4933631854e-03
2.6899414063e-04 -2.7521562239e-04 3.1459043401e-03
2.6900227865e-04 -1.9942313113e-02 -4.3185362922e-03
2.6901041667e-04 5.9896149508e-04 9.7495488177e-03
2.6901855469e-04 1.7143704207e-02 1.9861405795e-02
2.6902669271e-04 -5.8642715241e-03 5.0968042879e-03
2.6903483073e-04 1.1583095934e-02 1.4344205554e-03
2.6904296875e-04 1.5741531980e-02 1.7363744897e-03
2.6905110677e-04 -1.6574780888e-02 -7.9845723391e-03
2.6905924479e-04 2.7406639711e-03 -4.3395989777e-03
2.6906738281e-04 9.2943469826e-03 6.1086237388e-04
2.6907552083e-04 -6.3834487776e-03 3.2548587532e-03
2.6908365885e-04 1.5253636816e-02 1.3357131898e-02
2.6909179688e-04 1.9383267607e-03 4.3334601532e-03
2.6909993490e-04 -1.7901717629e-02 -1.4374310963e-02
2.6910807292e-04 3.0405531235e-03 -9.8329363243e-03
2.6911621094e-04 -1.5474880615e-03 1.6502678636e-03
2.6912434896e-04 -8.5879298983e-03 4.9343577190e-04
2.6913248698e-04 -1.2410220747e-03 -6.1917748229e-03
2.6914062500e-04 -7.9339022182e-03 -2.3033867708e-03
2.6914876302e-04 -8.3889472448e-03 1.2444044827e-02
2.6915690104e-04 -9.7831168265e-03 1.0473083796e-02
2.6916503906e-04 -9.6862245067e-03 -4.3895847816e-03
2.6917317708e-04 -1.9647170830e-03 -3.1802685821e-03
2.6918131510e-04 -8.4124922196e-03 3.7037870115e-03
2.6918945313e-04 -7.4763276324e-03 2.1642907640e-03
2.6919759115e-04 4.1698349004e-03 -5.9314845836e-04
2.6920572917e-04 5.3276816807e-04 -7.0904158260e-03
2.6921386719e-04 -7.0007383454e-03 -1.3132780780e-02
2.6922200521e-04 -1.3552319474e-02 -1.0057736870e-03
2.6923014323e-04 -1.4832821551e-02 7.3715068217e-03
2.6923828125e-04 -1.5383279061e-03 -9.8354185249e-03
2.6924641927e-04 3.9590939147e-03 -6.4355268161e-03
2.6925455729e-04 1.6090714393e-03 1.6386294689e-02
2.6926269531e-04 -1.4535608442e-03 7.2893060236e-03
2.6927083333e-04 -9.3633022878e-03 -5.6290327688e-03
2.6927897135e-04 3.2715759210e-03 -1.4862011959e-03
2.6928710937e-04 6.0144104172e-03 -3.2450098574e-03
2.6929524740e-04 -1.2445455201e-02 -4.3012647015e-03
2.6930338542e-04 1.1590159088e-02 4.0448922113e-03
2.6931152344e-04 2.3388914825e-02 1.4884313437e-02
2.6931966146e-04 -7.0364954204e-03 7.5477928851e-03
2.6932779948e-04 -1.6060527662e-03 -7.1024144367e-03
2.6933593750e-04 8.1799552945e-03 -4.2955002670e-03
2.6934407552e-04 2.4315009950e-03 -1.7627680577e-03
2.6935221354e-04 9.3130505951e-03 5.6587591433e-03
2.6936035156e-04 2.4327291267e-03 7.2025429945e-03
2.6936848958e-04 9.9572265412e-04 -1.4795332308e-02
2.6937662760e-04 5.8592123157e-03 -1.4461662192e-02
2.6938476563e-04 -9.1904493237e-03 2.6383434870e-03
2.6939290365e-04 -1.0403599127e-02 5.0442108231e-03
2.6940104167e-04 3.1301235336e-03 2.4252510042e-03
2.6940917969e-04 3.2080884947e-03 6.9191747795e-04
2.6941731771e-04 -4.1112770848e-03 1.1147342282e-02
2.6942545573e-04 -5.9364406215e-03 1.6236790996e-02
2.6943359375e-04 -7.0641576143e-03 1.1010231443e-02
2.6944173177e-04 -1.1827752024e-02 1.6828936792e-02
2.6944986979e-04 -8.4180932962e-03 1.2515444727e-02
2.6945800781e-04 -1.0330785204e-02 4.3819499561e-03
2.6946614583e-04 -2.0699616972e-02 7.8436706778e-03
2.6947428385e-04 -5.7772074644e-03 4.7520867249e-04
2.6948242188e-04 1.5277694102e-02 -1.1130659563e-02
2.6949055990e-04 1.0889514597e-02 -7.9771479021e-03
2.6949869792e-04 1.9345034009e-03 1.1107327809e-03
2.6950683594e-04 -4.2010976311e-03 7.9151490589e-03
2.6951497396e-04 -2.3004222654e-03 2.0502852320e-02
2.6952311198e-04 7.9773418385e-03 1.2123130125e-02
2.6953125000e-04 -9.5900472946e-03 -1.3644667366e-02
2.6953938802e-04 -2.1231365967e-02 2.9495408779e-03
2.6954752604e-04 4.0704141257e-03 1.3956241883e-02
2.6955566406e-04 3.4811578575e-03 -5.5331000492e-03
2.6956380208e-04 -1.1589297353e-03 7.4546043639e-03
2.6957194010e-04 1.1607014041e-02 9.8656342349e-03
2.6958007813e-04 -4.4131134866e-03 1.1334388365e-03
2.6958821615e-04 -9.8591171218e-04 1.7353139713e-02
2.6959635417e-04 8.5281774235e-03 5.6740617465e-03
2.6960449219e-04 -1.6131936612e-02 2.3709257663e-03
2.6961263021e-04 -6.7312537160e-03 2.2221442700e-02
2.6962076823e-04 9.8107445236e-03 2.5100794603e-03
2.6962890625e-04 -6.9911380834e-05 -7.6349511704e-03
2.6963704427e-04 3.4099815193e-03 6.2843333211e-03
2.6964518229e-04 4.0167117979e-03 3.2350449134e-03
2.6965332031e-04 3.4855887703e-03 1.6810753880e-02
2.6966145833e-04 6.8750575170e-03 2.5269909686e-02
2.6966959635e-04 1.3215366968e-03 1.4996018490e-03
2.6967773438e-04 -1.1280984034e-03 -4.3179970433e-03
2.6968587240e-04 3.3224527320e-03 -3.6120438092e-03
2.6969401042e-04 1.2389455514e-02 -9.0362704441e-03
2.6970214844e-04 6.8331686262e-04 1.3903165976e-03
2.6971028646e-04 -1.5554543123e-02 8.8737825209e-04
2.6971842448e-04 -2.5148410319e-03 -1.6024917190e-03
2.6972656250e-04 -5.0421382244e-04 7.6390648347e-03
2.6973470052e-04 -7.2843654927e-04 1.0331058298e-02
2.6974283854e-04 8.4970585935e-03 1.3143754082e-02
2.6975097656e-04 -3.8082749773e-03 -3.1805015639e-03
2.6975911458e-04 -1.2441125727e-03 -1.8108509523e-02
2.6976725260e-04 5.3112564502e-03 7.5749607824e-03
2.6977539062e-04 -9.2992158548e-03 1.9428596013e-02
2.6978352865e-04 4.4545200937e-03 -6.0549525835e-03
2.6979166667e-04 2.0783376002e-02 -1.6013051820e-02
2.6979980469e-04 1.2069058346e-03 1.0674281132e-02
2.6980794271e-04 -1.4143884468e-02 1.7251911472e-02
2.6981608073e-04 -6.2296982842e-03 -1.1446155809e-02
2.6982421875e-04 9.5939201698e-03 -6.0358825234e-03
2.6983235677e-04 6.5062404619e-03 9.2144473975e-03
2.6984049479e-04 -1.0043602691e-02 1.0275742730e-03
2.6984863281e-04 -5.9476149357e-03 -9.8990791342e-04
2.6985677083e-04 3.3958479216e-03 -8.4277597596e-03
2.6986490885e-04 7.6272227257e-03 -1.1696561964e-03
2.6987304688e-04 8.4340401177e-03 2.9368427451e-03
2.6988118490e-04 -5.0808521210e-03 -1.9849502428e-02
2.6988932292e-04 2.3126188733e-03 -6.3938354632e-03
2.6989746094e-04 1.3860414577e-02 1.3300209672e-02
2.6990559896e-04 -7.3527619992e-03 2.2809300889e-03
2.6991373698e-04 -5.4743205682e-03 -7.3504644228e-05
2.6992187500e-04 7.8003198481e-03 1.1927879815e-03
2.6993001302e-04 -3.0551745312e-03 -3.5185413765e-03
2.6993815104e-04 6.1690064682e-03 -7.7851964359e-03
2.6994628906e-04 1.6074790790e-02 1.8515266699e-03
2.6995442708e-04 8.5689041826e-03 1.7619306408e-02
2.6996256510e-04 1.0088276199e-02 1.3356683876e-02
2.6997070313e-04 -2.5074759642e-03 -5.7150340554e-03
2.6997884115e-04 -9.4167837128e-03 -1.6574364577e-02
2.6998697917e-04 1.2533773705e-02 3.6802841232e-03
2.6999511719e-04 5.8359734408e-03 8.2721344572e-03
2.7000325521e-04 -1.3229239634e-02 -1.3618594061e-02
2.7001139323e-04 -1.5174670576e-03 2.3856972771e-03
2.7001953125e-04 -4.2251176682e-03 1.1720719607e-02
2.7002766927e-04 -6.2486494110e-03 -6.7635942159e-03
2.7003580729e-04 1.0093212865e-02 -8.5344789093e-03
2.7004394531e-04 -3.8568736086e-03 2.3602589255e-03
2.7005208333e-04 -8.4500488233e-03 1.6583710979e-02
2.7006022135e-04 6.0710207871e-03 3.7320712335e-03
2.7006835938e-04 -1.3000698185e-03 -1.2379370886e-02
2.7007649740e-04 4.0915082393e-03 -9.6986061859e-03
2.7008463542e-04 1.3616909801e-02 -6.8924453931e-03
2.7009277344e-04 8.0478459277e-03 1.8861486900e-02
2.7010091146e-04 -4.1712593226e-03 1.8606958372e-02
2.7010904948e-04 -1.8747166393e-02 3.0595176684e-03
2.7011718750e-04 -1.0536277396e-02 1.1823730682e-02
2.7012532552e-04 -6.3029093795e-03 -1.1604157671e-02
2.7013346354e-04 -5.0781738935e-03 -1.2986415064e-02
2.7014160156e-04 5.3678835528e-04 9.1695270210e-03
2.7014973958e-04 -9.5841298640e-03 4.3061120240e-03
2.7015787760e-04 1.0467080597e-02 1.0883224661e-02
2.7016601563e-04 1.6986051345e-02 9.1871034047e-03
2.7017415365e-04 -5.2549142146e-03 2.0761108438e-02
2.7018229167e-04 6.8607892156e-03 2.4029818774e-02
2.7019042969e-04 -6.1916337647e-04 -6.8992855346e-03
2.7019856771e-04 -9.4110089290e-03 9.9929468899e-03
2.7020670573e-04 2.5968057400e-03 9.3856897866e-03
2.7021484375e-04 -6.0847396610e-04 -9.5182721382e-03
2.7022298177e-04 1.5265287450e-02 1.5140726589e-02
2.7023111979e-04 1.5580074896e-02 3.8103650166e-04
2.7023925781e-04 2.1554553895e-03 -1.4428592390e-02
2.7024739583e-04 3.3305272463e-03 -1.2832481684e-04
2.7025553385e-04 -4.1198913163e-03 2.6989093462e-03
2.7026367187e-04 3.0023803733e-03 1.3846947531e-02
2.7027180990e-04 -6.6752187209e-04 -7.7090254553e-03
2.7027994792e-04 8.9190413621e-04 -2.5460673692e-02
2.7028808594e-04 1.4256861176e-02 1.5403009831e-04
2.7029622396e-04 -1.3524328293e-03 -4.9520050736e-03
2.7030436198e-04 1.0310248765e-02 -1.3874413333e-02
2.7031250000e-04 1.5094232988e-02 1.4657832957e-02
2.7032063802e-04 5.4378465238e-03 2.6587109285e-02
2.7032877604e-04 1.7211098137e-02 -4.6814606963e-03
2.7033691406e-04 -6.5629604537e-04 -2.3467519437e-02
2.7034505208e-04 7.1191531215e-03 5.5289426666e-03
2.7035319010e-04 8.7911501767e-03 1.8119524058e-02
2.7036132813e-04 -2.0721198389e-02 4.1960218624e-03
2.7036946615e-04 1.0319137463e-03 1.7164906396e-02
2.7037760417e-04 -6.4633714302e-03 2.1302564234e-02
2.7038574219e-04 -1.8637600716e-02 -3.6881915586e-03
2.7039388021e-04 3.9423902351e-03 3.0897399231e-03
2.7040201823e-04 -8.8681305278e-03 2.0202389146e-02
2.7041015625e-04 -1.4744347065e-03 -1.3649853963e-03
2.7041829427e-04 5.8309662515e-03 -4.6815993932e-03
2.7042643229e-04 -4.6309759228e-03 1.3182627227e-02
2.7043457031e-04 -1.9565149738e-03 8.2989035236e-03
2.7044270833e-04 -3.4749819019e-03 8.7294568017e-03
2.7045084635e-04 1.8904827189e-02 7.4634826828e-03
2.7045898438e-04 -3.4802163312e-04 -2.4981232539e-03
2.7046712240e-04 -2.4100100205e-02 -4.9264765591e-04
2.7047526042e-04 1.6000642193e-02 7.4002996518e-03
2.7048339844e-04 -1.8001100989e-03 1.6928120300e-02
2.7049153646e-04 -7.9747658383e-03 1.0025927950e-02
2.7049967448e-04 2.2485635817e-02 1.2773679736e-02
2.7050781250e-04 -2.0218787925e-02 2.6557170396e-02
2.7051595052e-04 -2.2870544627e-02 5.7567209354e-03
2.7052408854e-04 1.4612798043e-02 6.1416993198e-04
2.7053222656e-04 3.2031602433e-03 3.0707465004e-03
2.7054036458e-04 -2.8371411076e-03 -1.5407957833e-02
2.7054850260e-04 -3.8168185789e-03 7.2799032169e-03
2.7055664063e-04 -3.8638679717e-03 2.1979536235e-02
2.7056477865e-04 4.9131304904e-03 -5.7519279865e-03
2.7057291667e-04 -1.5001316978e-03 -7.7259148800e-03
2.7058105469e-04 -8.5044316504e-04 3.6172925223e-03
2.7058919271e-04 6.7574366925e-03 2.3188158046e-03
2.7059733073e-04 -4.8215856535e-03 7.0101107528e-03
2.7060546875e-04 -1.2472740962e-02 2.4749333872e-03
2.7061360677e-04 -1.8706122333e-03 -2.4742389648e-02
2.7062174479e-04 9.7214169876e-04 -2.3060928881e-02
2.7062988281e-04 6.7362579683e-03 1.0171542515e-02
2.7063802083e-04 1.9135694115e-02 8.9062356650e-03
2.7064615885e-04 6.3525633813e-03 -4.0498012403e-03
2.7065429688e-04 -3.4518903281e-03 -1.4801633195e-03
2.7066243490e-04 2.7460449140e-04 -1.7513816061e-03
2.7067057292e-04 -8.3158009238e-03 1.8994968872e-03
2.7067871094e-04 -7.9957519819e-03 -6.5270339487e-03
2.7068684896e-04 -6.6992566873e-03 -9.0486611057e-03
2.7069498698e-04 -1.4823158844e-02 6.8071239030e-03
2.7070312500e-04 -6.6333801069e-03 7.3516729344e-03
2.7071126302e-04 6.0923630558e-03 8.6106077067e-03
2.7071940104e-04 8.7662352975e-03 3.8276960235e-03
2.7072753906e-04 8.4259360667e-03 -6.9721750422e-03
2.7073567708e-04 8.7840051683e-03 2.0602659650e-03
2.7074381510e-04 1.4945526859e-02 -6.8257540345e-03
2.7075195312e-04 1.2201991431e-02 -2.5772862425e-02
2.7076009115e-04 -8.0986316330e-03 -2.2932962894e-02
2.7076822917e-04 -9.7290147796e-03 -1.1396733038e-02
2.7077636719e-04 2.6838558948e-03 9.4163535204e-03
2.7078450521e-04 -6.8741888315e-03 1.3855552855e-02
2.7079264323e-04 -5.4102711098e-03 -4.5140173735e-03
2.7080078125e-04 5.5496926613e-03 -8.1795575024e-03
2.7080891927e-04 -8.6008053625e-03 2.8324766350e-03
2.7081705729e-04 -1.0999550898e-02 1.5662723492e-02
2.7082519531e-04 7.5537054495e-04 1.4994092492e-02
2.7083333333e-04 9.2593793151e-04 5.2118681542e-03
2.7084147135e-04 -2.2663409910e-03 1.0208449741e-02
2.7084960938e-04 -8.4911823876e-04 6.1096050362e-03
2.7085774740e-04 1.4093113204e-02 -4.1882652915e-03
2.7086588542e-04 1.8574034382e-02 4.2100813663e-03
2.7087402344e-04 1.0447126685e-02 2.3605861511e-03
2.7088216146e-04 1.2793803741e-02 -2.3807263365e-03
2.7089029948e-04 8.2033170160e-03 1.2415204171e-04
2.7089843750e-04 3.6877159046e-03 -1.5365946849e-02
2.7090657552e-04 -1.2193871450e-03 -2.0491296788e-02
2.7091471354e-04 -7.4447200407e-03 -1.2766095252e-03
2.7092285156e-04 2.3579974242e-03 1.1447911996e-02
2.7093098958e-04 -1.7619898499e-03 -2.1064182196e-04
2.7093912760e-04 -8.2974094643e-03 -1.5473321150e-02
2.7094726563e-04 3.4560331769e-04 5.2739077941e-03
2.7095540365e-04 3.6944560489e-03 1.6918263938e-02
2.7096354167e-04 1.2074831384e-02 -9.5023218176e-05
2.7097167969e-04 7.1406566474e-03 5.1729856829e-03
2.7097981771e-04 -2.1743416846e-03 -1.4809864986e-05
2.7098795573e-04 8.4129940868e-03 -6.7499975355e-03
2.7099609375e-04 8.9406477060e-03 1.4013503330e-02
2.7100423177e-04 1.2079339466e-02 1.2877611509e-02
2.7101236979e-04 1.3980468612e-02 8.3721743889e-03
2.7102050781e-04 -2.6933070810e-03 7.9153727952e-03
2.7102864583e-04 -3.7884990897e-03 1.7138727555e-05
2.7103678385e-04 5.5299524950e-03 8.7874091688e-03
2.7104492188e-04 9.2545017959e-03 -6.3775155610e-04
2.7105305990e-04 5.5796442149e-03 -9.9749922241e-03
2.7106119792e-04 -4.1022305801e-04 9.6280442627e-03
2.7106933594e-04 7.8106131363e-03 8.2255986673e-03
2.7107747396e-04 6.0190140425e-03 -3.1850817659e-03
2.7108561198e-04 -6.9773250318e-03 9.2265450725e-04
2.7109375000e-04 -5.3922331824e-03 5.4180209482e-03
2.7110188802e-04 -6.5350295517e-03 -1.5565330580e-03
2.7111002604e-04 -1.8661914568e-02 -1.5349354325e-02
2.7111816406e-04 -1.7141351360e-02 -9.4277946573e-03
2.7112630208e-04 4.9868539834e-03 4.0100044185e-03
2.7113444010e-04 1.1755985350e-02 5.3418294879e-04
2.7114257813e-04 -2.6652874717e-05 -1.5021480831e-02
2.7115071615e-04 2.5869108351e-03 -2.5586009193e-02
2.7115885417e-04 3.9070394450e-03 -5.3145944505e-03
2.7116699219e-04 -1.4347291651e-03 1.5955312346e-02
2.7117513021e-04 -5.1262564065e-03 2.6019486111e-03
2.7118326823e-04 -1.2000516938e-02 -7.7888999767e-03
2.7119140625e-04 -7.1971828279e-03 3.3080774452e-03
2.7119954427e-04 -7.0770281044e-03 1.2909098713e-02
2.7120768229e-04 -9.1818409319e-03 1.2340047095e-02
2.7121582031e-04 7.4872167854e-03 -4.0102042235e-03
2.7122395833e-04 9.1468663686e-03 -1.7209712879e-02
